audit_id	case_id	step	step_layer	group_uid	rollout_index	data_source	source_file	source_line	question	gold_answers_reference_only	actor_answer	actor_em	actor_f1	search_count	duplicate_query_count	teacher_called	group_all_em_zero	historical_teacher_status	historical_teacher_answer	manual_label	manual_status	manual_answer	manual_reason	annotator	annotated_at	evidence_sha256	source_row_sha256
newdata512-0151	new5100-s24-a2e95b93-be69-484e-bca2-297a74ef9caa-r0	24	L2_steps_21_40	a2e95b93-be69-484e-bca2-297a74ef9caa	0	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/24.jsonl	8	who was thrown in the pit in the bible?	"[""Daniel""]"	Joseph	0.0	0.0	1	0	true	true	supported_answer	Joseph	S	supported_answer	Joseph	The retrieved Genesis/Joseph passages explicitly describe Joseph being cast into a pit.	Codex	2026-07-15T17:13:00+08:00	6793f38c67b4c1f1e759869263c37eb95b4c6ecd2462462c5fe8a8af27b2227c	7e0c75ea8cd906e23148fe8ecbcd29149f12e4a751fb0e245ff17807de8d083c
newdata512-0152	new5100-s24-f1ba9b97-60db-412b-a178-471844cde52f-r0	24	L2_steps_21_40	f1ba9b97-60db-412b-a178-471844cde52f	0	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/24.jsonl	42	Which figurine produced by Walt Disney and originally released by RKO Radio Pictures was in the collection of Musical Memories?	"[""Snow White and the Seven Dwarfs""]"	Musical Memories (Disney)	0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence names Snow White and Oliver & Company as endpoints of the collection but does not link the RKO-release condition to a unique figurine.	Codex	2026-07-15T17:13:00+08:00	9df73594ff02611210e3950f8aa6b013b5b670fae514d34563d1bbb73fd642b6	9cc13185863be4dddcdd919fae78487a83c7d1523d60d217648614e5f8fff9ce
newdata512-0153	new5100-s25-1767c895-fed9-4b4f-a421-d3093dbb816d-r1	25	L2_steps_21_40	1767c895-fed9-4b4f-a421-d3093dbb816d	1	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/25.jsonl	152	what year did toys r us open their doors?	"[""June 1957""]"	1948	0.0	0.0	1	0	true	true	supported_answer	1948	A	ambiguous_evidence		Evidence gives a 1948 origin store and a June 1957 founding for the modern Toys R Us iteration; 'open their doors' does not choose between them.	Codex	2026-07-15T17:13:00+08:00	a2ce923a04eb0c4a37f2e431d1d0a7ef4adfc9b92894fc5f16e82e5e9a46bf6a	594c7ae62a46ea15c11010c18eb74680bb6a4abaf186f4055a9767dec8db7c81
newdata512-0154	new5100-s25-3e051f3a-3565-4555-9f24-dd0ab8936042-r5	25	L2_steps_21_40	3e051f3a-3565-4555-9f24-dd0ab8936042	5	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/25.jsonl	385	which contingent leads the march past in all the olympic games?	"[""Greece""]"	Greece	1.0	1.0	1	0	false	false			S	supported_answer	Greece	The Olympic ceremony passage directly says Greece traditionally enters first and leads the parade.	Codex	2026-07-15T17:13:00+08:00	f3663966da598b8a06cbcf0857e09fe86b4536c1ac3715658e55c07b519b3608	493b2772bb46e0ab47a8a37f1311a69d7d391178887a333a43cefd30e4be6973
newdata512-0155	new5100-s25-b09e6e04-6077-4652-84a1-bc408df26346-r4	25	L2_steps_21_40	b09e6e04-6077-4652-84a1-bc408df26346	4	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/25.jsonl	291	when did johnny cash write a boy named sue?	"[""1969""]"		0.0	0.0	1	0	false	false			I	insufficient_evidence		Evidence states Shel Silverstein wrote the song and that Johnny Cash recorded it in 1969, so it does not support the question's premise that Cash wrote it.	Codex	2026-07-15T17:13:00+08:00	73455759f974d512f9c8357331026690278647831eba69c8e363e06f9b43c5a5	ae6c70c4f641e8c7f55940420c30ccb04e17faccd9ed1e784d5f4c9b9ae297b6
newdata512-0156	new5100-s25-b6dda8d1-8e2e-47d3-9cda-beda1a5d0ed8-r6	25	L2_steps_21_40	b6dda8d1-8e2e-47d3-9cda-beda1a5d0ed8	6	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/25.jsonl	378	who played mr. smith in lost in space?	"[""Jonathan Harris""]"	Jonathan Harris	1.0	1.0	1	0	false	false			S	supported_answer	Jonathan Harris	The Lost in Space passage identifies Dr. Zachary Smith as played by Jonathan Harris.	Codex	2026-07-15T17:13:00+08:00	05658d311ce2abb27215b073a6cfbcdd6a5f318a9fdae60d4f7375bb380840e2	0dcf23a2f980de6be1584bcebf1c7cf510cfe89098fc12886a238ca2b63dbca9
newdata512-0157	new5100-s26-525ade31-b6ee-44e6-b843-e3692a450e97-r4	26	L2_steps_21_40	525ade31-b6ee-44e6-b843-e3692a450e97	4	musique	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/26.jsonl	222	The publisher of Mouse Practice has remained profitable since what time?	"[""Steve Jobs' return""]"		0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence retrieves an unrelated Mouse Practice publisher and contains no profitability timeline matching the question.	Codex	2026-07-15T17:13:00+08:00	a0b4216f6ea111eff646b863ac54e7507aafc4d16ebff471ad62d3ae2a2ece97	843151c269900064db6d9736db7dc24ed515eb23e025a1dc851b18f154c2c2ed
newdata512-0158	new5100-s26-60df7a72-ebed-4dce-8b02-c8e57387e2dc-r0	26	L2_steps_21_40	60df7a72-ebed-4dce-8b02-c8e57387e2dc	0	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/26.jsonl	54	What genre of movie do Alita: Battle Angel and Avatar share?	"[""Alita: Battle Angel is an upcoming American science fiction film""]"	science fiction	0.0	0.3636363636363636	2	0	true	true	supported_answer	science fiction	S	supported_answer	science fiction	Evidence describes Alita as cyberpunk and Avatar as science fiction; cyberpunk is the shared science-fiction genre indicated by the two film descriptions.	Codex	2026-07-15T17:13:00+08:00	1f3f89017b54f87620501d633281c252b6468d0547e6ae664ffe05bb430190cf	01af4b854169c39a8caf101a958bbad646f652d69707ec0371762e3e8519a059
newdata512-0159	new5100-s26-73c98cd4-bee4-42f4-bc89-0619b79afeb9-r3	26	L2_steps_21_40	73c98cd4-bee4-42f4-bc89-0619b79afeb9	3	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/26.jsonl	356	who dies in the beginning of fast and furious 7?	"[""Han""]"	Han	1.0	1.0	1	0	false	false			S	supported_answer	Han	The Furious 7 passage explicitly says Han is killed by Shaw in Tokyo at the beginning of the story.	Codex	2026-07-15T17:13:00+08:00	5a68abde8f0ae2a7db7248f56e952da910b2c601fb0de90142ef88bf56d387dc	95f720db86f9534cd1fb9915699a3b4058ea6fa089a4390a149cde4cc00403f3
newdata512-0160	new5100-s26-7cbac482-f407-4f63-b91b-efbdfdd4f46f-r3	26	L2_steps_21_40	7cbac482-f407-4f63-b91b-efbdfdd4f46f	3	2wikimultihopqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/26.jsonl	214	When was Jessie Harlan Lincoln's father born?	"[""August 1, 1843""]"		0.0	0.0	1	0	false	false			I	insufficient_evidence		Evidence identifies Jessie Harlan Lincoln's father as Robert Todd Lincoln but never gives his birth date.	Codex	2026-07-15T17:13:00+08:00	5462deee3d01a61ccd53b0db20d72c00499841e914714d9bb9ae533bd93e6560	12fab4f09c38a0b5240d67b605ab006c0aa310ddac88bbc127d8068d1c296fc4
newdata512-0161	new5100-s26-a38c9722-3c68-4306-bc38-b9bdebeddf4a-r7	26	L2_steps_21_40	a38c9722-3c68-4306-bc38-b9bdebeddf4a	7	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/26.jsonl	410	Where did the team Mike Gundy coaches play their home games in 2005?	"[""Boone Pickens Stadium""]"	Gaylord Family Oklahoma Memorial Stadium	0.0	0.25	1	0	true	true	supported_answer	Gaylord Family Oklahoma Memorial Stadium in Norman, Oklahoma	I	insufficient_evidence		Evidence identifies Mike Gundy with Oklahoma State but gives the 2005 Oklahoma Sooners' home venue, an unrelated team.	Codex	2026-07-15T17:15:11+08:00	c3ece87b24fd6b31229915e074279398a024d9b68b144cacfd9c5ddbfdded681	f0976a22ca2b1cda95ac6c037b9805e1c0e2ddb6dede42fa356ed4d1cbedcb7a
newdata512-0162	new5100-s26-fc0fa420-0336-485f-9131-ac1080f48ce6-r4	26	L2_steps_21_40	fc0fa420-0336-485f-9131-ac1080f48ce6	4	musique	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/26.jsonl	312	When does monsoon season occur in the city where The Mann School is located?	"[""the middle of the summer""]"	July to August	0.0	0.0	2	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence returns multiple Mann schools and climate material but never establishes one target city and its monsoon season.	Codex	2026-07-15T17:15:11+08:00	b11b4d81383ba6f1934d4c9f7672de3dba72210071162447322b303565ea4ba0	dc6cea0beab444bd58b2863226fc0b9832109773a23b3e2b7b8d1abaaf208d7d
newdata512-0163	new5100-s27-2934822d-9628-4746-b49c-5eae1a174a4f-r3	27	L2_steps_21_40	2934822d-9628-4746-b49c-5eae1a174a4f	3	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/27.jsonl	284	Are Hocus Pocus and Darby O'Gill and the Little People both films?	"[""yes""]"	Yes	1.0	1.0	1	0	false	false			S	supported_answer	Yes	Evidence directly describes both Hocus Pocus and Darby O'Gill and the Little People as films.	Codex	2026-07-15T17:15:11+08:00	2b6aef1b85849eb98aede6192579a02ede0c24c98daea77177ef2883aec3d8a3	4297177aaa8df1ea9c91a0b1d2ce4bafc15b40bde3dd5a54cbba3f5d105d7b86
newdata512-0164	new5100-s27-42f95f72-60a1-4079-8f61-b8d29914cd55-r5	27	L2_steps_21_40	42f95f72-60a1-4079-8f61-b8d29914cd55	5	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/27.jsonl	473	Where does Jamell Anderson play when he is playing a home game?	"[""Ellesmere Port Sports Village""]"		0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence identifies Jamell Anderson's club but provides no home-game venue for that club.	Codex	2026-07-15T17:15:11+08:00	db3668264c643bd8e0edad5f45031459e17cb6b1ce9665ca75d07044b87a0326	c21a00c941ada8d3255deec8795960870fe1c18b2ea89815d4cf3259af9cde8a
newdata512-0165	new5100-s27-5df1104f-3b78-4c79-b8af-7bc02ac51ec1-r4	27	L2_steps_21_40	5df1104f-3b78-4c79-b8af-7bc02ac51ec1	4	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/27.jsonl	339	name of candle in beauty and the beast?	"[""Lumière""]"		0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence lists a performer playing Lumiere but never states that Lumiere is the candle character.	Codex	2026-07-15T17:15:11+08:00	59e0f88eeb5b2430baf337c41ba1d60dde569168901a74a5b7871aae7ca0c8b7	e06e7c9489b00356fcf94fb86ab2f654a247d563df98d46b86e6b90f8c56d9ca
newdata512-0166	new5100-s27-5f5feb28-97b1-4d64-bd3e-b2761c107024-r3	27	L2_steps_21_40	5f5feb28-97b1-4d64-bd3e-b2761c107024	3	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/27.jsonl	167	Which pizza company has a broader market, Pizza Corner or Round Table Pizza?	"[""Pizza Corner""]"	Round Table Pizza	0.0	0.4	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence calls Pizza Corner international and gives Round Table's locations, but supplies no common market-coverage measure that supports a comparison.	Codex	2026-07-15T17:15:11+08:00	2be4ca1d2147bae9270814f62fbde472821cc5f9a84d435953e50f14dc51d13c	e8a5de50c0cbba6c9e3e681599eb5625a8563a895027b589777a21d7f5fb9b9f
newdata512-0167	new5100-s27-73026b33-f0aa-44ea-9bf6-26a19d285ff4-r5	27	L2_steps_21_40	73026b33-f0aa-44ea-9bf6-26a19d285ff4	5	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/27.jsonl	251	when was paper money first used in the us?	"[""During the American Revolution""]"	1862	0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence mentions colonial paper issues and Revolutionary currency but does not identify when paper money was first used in what became the United States.	Codex	2026-07-15T17:15:11+08:00	4fd5741ec067c7cda7fe7ce964062d0a14a26060e200ecc8a2cc1674e6c6d30a	3760c4f6b589e582c87233f823cea5b51104c753ce90e0e55827cdf962369580
newdata512-0168	new5100-s27-928a7801-e0ac-4f1d-8ac3-0ce52e8e75be-r4	27	L2_steps_21_40	928a7801-e0ac-4f1d-8ac3-0ce52e8e75be	4	2wikimultihopqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/27.jsonl	322	Are Ti Tap Deh Chel and Jubb Al-Safa, Hama both located in the same country?	"[""no""]"	Syria	0.0	0.0	3	1	false	false			I	insufficient_evidence		Evidence locates Jubb al-Safa in Syria but retrieves Dak To rather than Ti Tap Deh Chel, leaving the second target unsupported.	Codex	2026-07-15T17:15:11+08:00	35e101dc91eb1b030805ea3fc11dce912f5e3c4d17a7c099a173879d4b63d049	3481aaa7a6224b9f1109677624834ee800213e1714db595196902b71089fbd2d
newdata512-0169	new5100-s27-ab262403-c6b8-4be0-80de-67d3685744b6-r1	27	L2_steps_21_40	ab262403-c6b8-4be0-80de-67d3685744b6	1	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/27.jsonl	19	who played the giant in the greatest showman?	"[""Daniel Everidge""]"	André René Roussimoff	0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		The Greatest Showman passages omit the giant's performer; retrieved material about other historical or fictional giants is unrelated.	Codex	2026-07-15T17:15:11+08:00	5c38a0d710e904cf4102bf3f00fee88736553bfc4cea531b398b0333d6cf1859	616ec846d80604c989a5e9da17e7daebf4c9521e7bb38b290712ce3c5d77414b
newdata512-0170	new5100-s27-bd1c8b1e-7605-45c1-b2ec-1c6f5cc72e78-r6	27	L2_steps_21_40	bd1c8b1e-7605-45c1-b2ec-1c6f5cc72e78	6	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/27.jsonl	409	In what BART District is Bayfair Center located?	"[""BART District 3""]"	San Leandro BART District	0.0	0.5714285714285715	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence locates Bayfair Center and the adjacent station but never states its numbered BART district.	Codex	2026-07-15T17:15:11+08:00	77d0bae28c0115e2cbc8233904483edc210d97222be09fedbecb9c66057fdaa3	e29624894d00328ad5a8037fe1b43b105c131dcd8643459d228fb41f0bb8a99f
newdata512-0171	new5100-s28-112f810a-a795-431e-b22c-15458faf82aa-r7	28	L2_steps_21_40	112f810a-a795-431e-b22c-15458faf82aa	7	2wikimultihopqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/28.jsonl	326	Who is older, Reggie Tongue (Racing Driver) or Nicolae Marinescu?	"[""Nicolae Marinescu""]"	N/A	0.0	0.0	2	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence gives Reggie Tongue's birth date but retrieves different Marinescu individuals rather than Nicolae Marinescu.	Codex	2026-07-15T17:15:11+08:00	8bb91757b65c1806ce8737f4bd08006fb6f27c2b240b19229a553ca14cced88d	0e7d07089f426ad170ef6ceb9d5e164f768c77f8e205f50c698162435a2090a8
newdata512-0172	new5100-s28-69bfc1e8-4deb-4d3e-a9c5-c80d55b228cd-r7	28	L2_steps_21_40	69bfc1e8-4deb-4d3e-a9c5-c80d55b228cd	7	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/28.jsonl	500	who had the most assists in the nba?	"[""John Stockton""]"	John Stockton	1.0	1.0	1	0	false	false			S	supported_answer	John Stockton	Evidence explicitly states that John Stockton holds the NBA career assists record with 15,806.	Codex	2026-07-15T17:15:11+08:00	e0ac99af6394375d07e442a0f3b1f355eef60e795638899cf3679ac0352fa88b	878c1d72a49e77a7437464ec43b70b77d768ccea55ccddbbe39f2c1e79ab7dd0
newdata512-0173	new5100-s28-6ae350bf-e1a0-4936-84e3-7b3dc830a8d9-r3	28	L2_steps_21_40	6ae350bf-e1a0-4936-84e3-7b3dc830a8d9	3	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/28.jsonl	123	who is the actor who plays penguin in gotham?	"[""Robin Lord Taylor""]"	Robin Lord Taylor	1.0	1.0	1	0	false	false			S	supported_answer	Robin Lord Taylor	The Penguin passage directly names Robin Lord Taylor as the actor in Gotham.	Codex	2026-07-15T17:15:11+08:00	87ed3caac4ce4309529701e2e8e4f440ea95c45fa776d24f044b09308588ea1b	f0b5ea99a3347dfd2882a0de76b8fea391aeb0e81e01e0a9350983f73d1ccfb7
newdata512-0174	new5100-s28-80b0a169-81cf-492f-9a75-b06f41ebba30-r1	28	L2_steps_21_40	80b0a169-81cf-492f-9a75-b06f41ebba30	1	musique	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/28.jsonl	83	What is the enrollment of undergraduates at the university attended by the entrepreneur owning the gold spike in the location holding PollyGrind Film Festival?	"[""7,200""]"		0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence does not resolve the gold-spike owner, university, or undergraduate enrollment chain from the PollyGrind location.	Codex	2026-07-15T17:15:11+08:00	0d9296107156387e75381a76236b374b99e4df93c32e32ad4995e11ca8de3f3c	abfda8e29992640de2cb4f95387db690207a9552c32ac9925942d1f153744838
newdata512-0175	new5100-s28-923a0341-fc7f-4380-a070-cca28f060c93-r1	28	L2_steps_21_40	923a0341-fc7f-4380-a070-cca28f060c93	1	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/28.jsonl	97	what is the largest shopping centre in uk?	"[""Westfield London""]"		0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	A	ambiguous_evidence		Evidence calls Westfield Stratford City Europe's largest center while another passage calls MetroCentre Britain's largest; no date or size definition resolves the conflict.	Codex	2026-07-15T17:15:11+08:00	9e193a2eee462bdfe5a7ed74ea2275ac9e4f82f82e4ba7823df1f0cc842f76a4	8ef8dc5d5461e7a3d5f2bc89a95d8e0359d4d504f60e563c92e6f4f6b0d10eaa
newdata512-0176	new5100-s28-a25527be-b1eb-4053-bd75-61403bed634f-r7	28	L2_steps_21_40	a25527be-b1eb-4053-bd75-61403bed634f	7	musique	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/28.jsonl	496	What's the population of the city in Florida where the band Nonpoint formed?	"[""165,521""]"	Fort Lauderdale, Florida	0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence places Nonpoint in Fort Lauderdale but gives no population for the city.	Codex	2026-07-15T17:15:11+08:00	b6280a70861fa5dfceb4f799da361d7d9f4c16527f08805f9553d9d15406c2d8	34b26789c758df6b54c81c733f4c8b37db353683f89419d1d7016689e9738e39
newdata512-0177	new5100-s28-a9e090ed-321d-4d7a-b6e3-e40be3665fd6-r3	28	L2_steps_21_40	a9e090ed-321d-4d7a-b6e3-e40be3665fd6	3	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/28.jsonl	264	who is first president of united states of america?	"[""George Washington""]"	George Washington	1.0	1.0	1	0	false	false			S	supported_answer	George Washington	The George Washington passage directly identifies him as the first President of the United States.	Codex	2026-07-15T17:15:11+08:00	bada23d900b5fa64b33eaae2eaf87b9edbc86c25efe25fc2eff76999a73244e5	bbe12512b94fd8d1fcdafddf987678f0e874842a6071fdf572111832eef83f58
newdata512-0178	new5100-s28-e607b328-4ace-4c0d-89a0-3a5181a5e722-r1	28	L2_steps_21_40	e607b328-4ace-4c0d-89a0-3a5181a5e722	1	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/28.jsonl	152	who is credited with developing the method of least squares for regression?	"[""Legendre""]"	Adrien-Marie Legendre	0.0	0.6666666666666666	1	0	true	true	ambiguous_evidence	ambiguous_evidence	S	supported_answer	Carl Friedrich Gauss	Evidence explicitly says the least-squares method is usually credited to Gauss; Legendre is identified separately as its first publisher.	Codex	2026-07-15T17:15:11+08:00	32127b7e9bdba321602041e02c8db2800b8942592bcaab3afd899053e451d67d	bec8dc918f25ac59eedddb4961c6b08971ae7dbd5c711b5e906f6b1fc7073719
newdata512-0179	new5100-s29-0c345cbb-b1c7-4e31-97e8-a28c7a463f2d-r1	29	L2_steps_21_40	0c345cbb-b1c7-4e31-97e8-a28c7a463f2d	1	2wikimultihopqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/29.jsonl	161	What nationality is the director of film Mad Monkey Kung Fu?	"[""Chinese""]"	Hong Kong	0.0	0.0	1	0	false	false			I	insufficient_evidence		Evidence identifies Lau Kar-leung as the director but never states his nationality; a different film being from Hong Kong is insufficient.	Codex	2026-07-15T17:15:11+08:00	a52b43a3bfb7ad80546ae77e7bc50565ec599b7303296a0f9a11638710b6cd59	d8bbd295883ba3b4885ae940e499c06a1c9966041d64159bcea725de01981771
newdata512-0180	new5100-s29-2a8b1595-30f1-452f-bde8-59e32fa5b811-r3	29	L2_steps_21_40	2a8b1595-30f1-452f-bde8-59e32fa5b811	3	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/29.jsonl	141	how many world series wins does boston have?	"[""eight""]"	9	0.0	0.0	1	0	true	true	supported_answer	nine	S	supported_answer	nine	The Boston Red Sox passage explicitly states that the team has won nine World Series championships.	Codex	2026-07-15T17:15:11+08:00	51c434f730360fbf96e5fcdf976c29746dccdc4a4e4ef91dd3545129aa5ce18d	db71f4b76aed36f8a9e4069a6cd341e2378cfac5a89a63efe296f43000771c01
newdata512-0181	new5100-s29-325d2967-ddd7-4d96-91cc-ad28b05e2f44-r3	29	L2_steps_21_40	325d2967-ddd7-4d96-91cc-ad28b05e2f44	3	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/29.jsonl	203	Lucky is an American comedy series based around ludomania, which is also known as what?	"[""Problem gambling""]"		0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Retrieved documents are unrelated to ludomania and do not provide its alternate name.	Codex	2026-07-15T17:15:11+08:00	85bbd930edb6aceeb882d60ce4a1c8bbb42f5de22462d02918dba757889abbbe	97a9d1d206a7019e841afce85eafbfc148c6a54ebc930e0c0dd095e4a12f5317
