audit_id	teacher_bucket	teacher_label	manual_status	manual_label	agreement	error_type	manual_reason	source_file	source_line	uid	question	teacher_answer	teacher_reason	gold_targets_reference_only
S-067	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/6.jsonl	88	1388d2fc-963c-4573-bbc8-3fcbdda314f3	when did baseball go to 162 game schedule?	10 July 1968	Document [3] states that the American League had considered decreasing the number of games played by each team to 152 or 156 from 162 that had been played each season since 1961, and the National League either 162 or 165 games, but the leagues agreed to a 162-game schedule in a meeting on 10 July 1968. Document [4] confirms that following the addition of expansion teams in 1961 and 1962, the regular season was extended from 154 games to 162 games.	"[""1961""]"
S-068	supported_answer	S	insufficient_evidence	I	0	missing_attribute	证据给出导演 Stuart Rosenberg 的姓名，没有给出他的国家或国籍。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/2.jsonl	140	e73ebfcf-c13a-4b2e-8851-d968bf4ba885	Which country the director of film My Heroes Have Always Been Cowboys (Film) is from?	United States	"The evidence identifies the director of the film ""My Heroes Have Always Been Cowboys"" as Stuart Rosenberg."	"[""American""]"
S-069	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/5.jsonl	25	fd45379a-8b7d-4439-850c-b03aa331e99d	Alfred Shepherd was posted to the squadron that was a unit of what part of the Royal Air Force?	Royal Flying Corps	"The evidence states that Alfred Shepherd was posted to No. 29 Squadron RFC. The Royal Flying Corps (RFC) was a part of the Royal Air Force, as evidenced by the text ""transferred to the Royal Flying Corps (RFC)"" and the context of World War I aviation history where the RFC was a constituent part of the RAF."	"[""Royal Flying Corps""]"
S-070	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/2.jsonl	274	7d208878-f9d3-4a5a-895e-337f5d32371c	where does the gulf and atlantic ocean meet?	Florida Straits	The evidence states that the Gulf of Mexico is a marginal sea of the Atlantic Ocean and is connected to the Atlantic Ocean through the Florida Straits between the U.S. and Cuba.	"[""Florida Straits""]"
S-071	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/1.jsonl	482	31d3bb71-df50-49bd-9582-9828ad40c7f8	The Declaration of Independent Filmmaking detailed the making of the 2003 film directed by whom?	Polish brothers	"The search results provide a snippet from a document (doc-1) that mentions the Polish brothers writing and releasing ""The Declaration of Independent Filmmaking"" in 2005. The snippet explicitly states that the Polish brothers made the 2003 film ""Northfork"" and later wrote the book. The question asks for the director of the 2003 film detailed in the book. The text identifies the Polish brothers as the filmmakers who made ""Northfork"" and subsequently wrote the book."	"[""Michael Polish""]"
S-072	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/6.jsonl	23	15d9b67e-d638-4055-ac28-d145de9baf8c	who is traditionally said to be the author of ecclesiastes?	King Solomon	The evidence explicitly states that in traditional Jewish texts, King Solomon is named as the author of Ecclesiastes, and according to rabbinic tradition, Ecclesiastes was written by Solomon in his old age.	"[""King Solomon""]"
S-073	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/6.jsonl	1	ccb65e63-a22a-49e9-8dfa-71e923c3021b	when did the united nations came into existence?	October 24, 1945	"The search results provide multiple sources explicitly stating the date the United Nations came into existence. Document 1 states, ""The United Nations officially came into existence on October 24, 1945."" Document 2 states, ""The UN officially came into existence 24 October 1945."" Document 3 states, ""The UN officially came into existence on 24 October 1945."" Document 5 states, ""The UN officially came into existence on 24 October 1945."" All evidence points to the same date."	"[""24 October 1945""]"
S-074	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/4.jsonl	120	3d222cab-11b6-429b-a4f6-6e457961c824	who was the main actress in the shape of water?	Sally Hawkins	"Document 1 explicitly states that the film ""stars Sally Hawkins"" and Document 4 identifies the main character as ""Elisa Esposito (Sally Hawkins)""."	"[""Sally Hawkins""]"
S-075	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/6.jsonl	114	9b90da94-df1b-46b4-b100-d779497b23e8	what element is named after the russian chemist who arranged the periodic table?	mendelevium	The evidence identifies Dmitri Mendeleev as the Russian chemist who arranged the periodic table. It explicitly states that the element mendelevium was named after him.	"[""mendelevium""]"
S-076	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/2.jsonl	15	25ac910b-4a89-4872-a4d4-6abace838cd7	who wins season 7 of hell's kitchen?	Banquet chef Holli Ugalde	The evidence explicitly states that Banquet chef Holli Ugalde won the season.	"[""Holli Ugalde""]"
S-077	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/4.jsonl	97	245506ab-899a-4bea-b1d9-9c2aa09a6f25	who was love of my life written for?	Mary Austin	"The evidence identifies the song ""Love of My Life"" by Queen as being written for Mary Austin, Mercury's ex-fiancée and close friend."	"[""Mary Austin""]"
S-078	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/7.jsonl	127	65b4fc21-522e-4714-9bd8-3dcba7c52dbc	who holds the record for fastest softball pitch?	Eddie Feigner	"The evidence states that the fastest pitch on record was thrown by Eddie Feigner of ""The King and His Court"" who was clocked at 104 mph."	"[""Eddie Feigner""]"
S-079	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/6.jsonl	147	01b7af51-c00f-466d-b55f-13870d8f4b1b	when is the second part of the new it coming out?	September 6, 2019	"The search results document the release date for ""It: Chapter Two"" as September 6, 2019. The text explicitly states that the film is the second part of the new It and confirms the release date."	"[""September 6, 2019""]"
S-080	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/5.jsonl	105	7226a56c-0a2f-4ca7-8b74-bb56db2dada1	how many games did the cavs win last year?	50	The evidence explicitly states the Cavaliers finished the regular season with a record of 50–32.	"[""50""]"
S-081	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/5.jsonl	83	f408c321-8ce8-4fe1-94c5-811df797c050	who sings bang bang i am the warrior?	Scandal	"The search results identify ""The Warrior"" as a song by the American rock band Scandal. The evidence explicitly states ""The Warrior is a song by American rock band Scandal""."	"[""Scandal""]"
S-082	supported_answer	S	insufficient_evidence	I	0	unsupported_alias	证据没有出现 Ek Saudagar；把它直接视为 1991 年 Saudagar 的别名属于未由 passage 支持的假设。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/1.jsonl	51	3f4fc1cd-2a12-4ad2-a273-730ef78d9bba	Which film came out earlier, 144 (Film) or Ek Saudagar?	Ek Saudagar (1991 film)	"Document 1 states that 144 (film) is a 2015 Tamil comedy film. Document 1 also lists ""Saudagar (1973 film)"" and ""Saudagar (1991 film)"" but does not explicitly mention ""Ek Saudagar"". However, ""Ek Saudagar"" is a common alternate title for the 1991 film ""Saudagar"". Since 144 (film) is 2015 and the 1991 film (likely Ek Saudagar) is 1991, the 1991 film came out earlier."	"[""Ek Saudagar""]"
S-083	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/2.jsonl	46	090b5ee0-8062-4cc9-932e-1e06cc27f431	who played the boy in the blue lagoon?	Christopher Atkins	"The evidence explicitly states that Christopher Atkins is the American actor who became famous in his debut role with co-star Brooke Shields in the 1980 film ""The Blue Lagoon"". The film description also lists Christopher Atkins as one of the stars."	"[""Christopher Atkins""]"
S-084	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/2.jsonl	17	6615b108-58be-493f-8405-c599464fecdf	where did the story the landlady take place?	Bath	Document 1 and Document 5 explicitly state that the protagonist, Billy Weaver, travels from London to Bath and stops for the night at a bed-and-breakfast.	"[""Bath""]"
S-085	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/5.jsonl	13	87cdfac1-c463-4ae7-bf52-31f714d1ed91	where does the dark reaction of photosynthesis occur?	the stroma	Document 1 states that the light-independent reactions, or dark reactions, of photosynthesis occur in the stroma, the fluid-filled area of a chloroplast outside the thylakoid membranes. Document 4 confirms that the stroma is where the light-independent reactions take place.	"[""in the stroma""]"
S-086	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/4.jsonl	36	44f57381-1cb4-45c7-9355-0a63a5e82def	first indian to win individual gold medal in olympics?	Abhinav Bindra	Document [5] explicitly states that Abhinav Bindra became the first Indian to win an individual gold medal at the Olympics.	"[""Abhinav Bindra""]"
S-087	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/7.jsonl	35	84582f4d-9bd9-4833-b1b1-a23f3f7889dd	What genre of films are both Outfoxed and Transparent?	documentary	Document [1] states that Transparent is an American comedy-drama web television series. Document [2] states that Outfoxed is a 2004 documentary film. Both are classified as documentaries.	"[""documentary""]"
S-088	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/2.jsonl	115	ac2fa0e5-109b-4a71-adba-7e2cc215a57c	Which band was formed first, The Cult or Cornershop?	The Cult	Document [1] states that Cornershop was formed in 1991. Document [4] states that The Cult were formed in 1983.	"[""The Cult""]"
S-089	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/7.jsonl	218	aab4e248-2e56-4453-9061-930f935a97f6	what are the band members names in fleetwood mac?	Lindsey Buckingham, Mick Fleetwood, Christine McVie, John McVie, and Stevie Nicks	The evidence lists the band members as Lindsey Buckingham, Mick Fleetwood, Christine McVie, John McVie, and Stevie Nicks in the context of the album Rumours.	"[""Christine McVie"", ""Mike Campbell"", ""John McVie"", ""Stevie Nicks"", ""Neil Finn"", ""Mick Fleetwood""]"
S-090	supported_answer	S	insufficient_evidence	I	0	predicate_mismatch	证据说 Santa Clarita 是拍摄地，没有证明它是 MythBusters 的叙事地点，后续市长答案因此失去依据。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/1.jsonl	340	f5ade199-0ee0-41c0-a8be-a0d42533a54a	In 2018, who was elected mayor of the city which was Mythbusters' narrative location?	Donald P. Wagner	The search results identify Santa Clarita as the filming location for the 2017 revival of MythBusters. The evidence lists the winners of the 2018 mayoral elections for major cities, including Santa Clarita, where Donald P. Wagner was re-elected.	"[""former Acting Mayor London Breed"", ""London Breed""]"
S-091	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/6.jsonl	11	dec580e5-544a-47e1-a4f9-9d5a3d6346e9	when did the age pension start in australia?	1909	Document [1] states that the Age Pension was the first payment made by the Commonwealth Government, dating back to 1909. Document [3] further specifies that the national aged pension was introduced under the Invalid and Old-Aged Pensions Act 1908.	"[""1909""]"
S-092	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/1.jsonl	8	945385e9-1aff-405e-a0b1-c606e97a0c1a	independence hall in philadelphia hosted what 1787 event?	Constitutional Convention	Document 1 states that the Constitutional Convention met at Independence Hall from May to September 1787. Document 2 confirms the Constitutional Convention took place at Independence Hall in the summer of 1787. Document 3 explicitly states the Constitutional Convention took place in Independence Hall in Philadelphia in 1787.	"[""Constitutional Convention""]"
S-093	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/3.jsonl	7	b3ffae3c-ab58-4b4f-b066-6584131cdee2	what group did cuba gooding senior sing for?	The Main Ingredient	Document [2] and [3] explicitly state that Cuba Gooding Sr. was the most successful lead singer of the soul group The Main Ingredient. Document [4] confirms he joined The Main Ingredient as a backup vocalist and later became the lead singer.	"[""The Main Ingredient""]"
S-094	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/6.jsonl	41	760ba7c7-e503-41ce-b048-7decc2e9f762	who made the city of babylon the center of an empire?	Nabopolassar	The evidence states that Nabopolassar made Babylon his capital and is credited with founding the Neo-Babylonian Empire, which establishes him as the figure who made the city the center of an empire.	"[""Amorite king Hammurabi""]"
S-095	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/2.jsonl	119	82430d0c-fe83-49e1-875d-33089631b5dc	who organized the first pan-african conference in 1900 apex?	Henry Sylvester Williams	"The provided evidence explicitly states that the First Pan-African Conference was ""Organized primarily by the Trinidadian barrister Henry Sylvester Williams"" and that he ""organized the First Pan-African Conference in London in 1900."""	"[""Trinidadian barrister Henry Sylvester Williams""]"
S-096	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/7.jsonl	33	96651653-6957-4252-99fc-0c5c29bb1366	"Sigrid Arnoldson is believed by critics to have been the successor to what famous opera singer who was often known as the ""Swedish Nightingale""?"	Jenny Lind	"The evidence states that music critics believed Sigrid Arnoldson was Jenny Lind's successor and dubbed her the ""new Swedish Nightingale"". Evidence [4] confirms Jenny Lind was the ""Swedish Nightingale""."	"[""Jenny Lind""]"
S-097	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/1.jsonl	123	ce393300-c0f3-4a48-af11-1275892f9cb1	when was the aria built in las vegas?	early 2006	Document [1] states that construction began in early 2006. Document [2] and [4] state that the resort opened on December 16, 2009.	"[""December 16, 2009""]"
S-098	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/4.jsonl	153	46e8de91-a865-4b0e-abb5-9b0d313304dd	The first leader of Europe's largest country, following the collapse of the union of republics that was formed as a result of the Russian revolution, died in what city?	Gorki	Document 1 states that Vladimir Lenin, the first leader and founder of the Soviet Union, died in Gorki.	"[""Moscow"", ""Moscow, Russia""]"
S-099	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/4.jsonl	111	60e1b1e5-a9f0-4bce-bf38-2043b355f427	who wrote the song put your hand in the hand?	Gene MacLellan	"Document 1 states that ""Put Your Hand in the Hand"" is a gospel pop song composed by Gene MacLellan. Document 2 also states the song was penned by Gene MacLellan."	"[""Gene MacLellan""]"
S-100	supported_answer	S	supported_answer	S	1	aligned_supported	可见证据足以支持同一问题谓词下的唯一短答案。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/5.jsonl	98	a974ec5c-fd40-4ad9-8ec8-e9a376d4ddc7	who is the girl in how you remind me?	Annie Henley	"Document 1 explicitly states that the girlfriend in the music video for ""How You Remind Me"" is played by model Annie Henley."	"[""model Annie Henley""]"
I-001	insufficient_evidence	I	insufficient_evidence	I	1	aligned_insufficient	可见证据缺少回答问题所必需的事实或关系。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/6.jsonl	67	dd87f45e-33ed-4bcc-b2ef-1e67bcc69b54	In what conflict did the 55th Infantry Division, from the borough where the village of Dalton is found, see combat?	证据不足无法作答	The search results do not contain information about a 55th Infantry Division, its combat conflicts, or the borough where Dalton is found. The provided evidence lists other units (51st New York, 34th Infantry Division Band, 65th Infantry Division, 65th New York, 551st Parachute Infantry Battalion) and their respective conflicts, but not the 55th Infantry Division.	"[""World War I"", ""The Great War"", ""World War"", ""Great War""]"
I-002	insufficient_evidence	I	insufficient_evidence	I	1	aligned_insufficient	可见证据缺少回答问题所必需的事实或关系。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/7.jsonl	80	1e6ff4d5-09d7-4ae3-ba3c-08c3b1e30acf	Who is Georg Albrecht Of Saxe-Weissenfels, Count Of Barby's paternal grandmother?	证据不足无法作答	The provided text identifies Georg Albrecht's father as Heinrich of Saxe-Weissenfels, Count of Barby, and his mother as Elisabeth Albertine of Anhalt-Dessau. It does not list the names of Georg Albrecht's paternal grandparents.	"[""Anna Maria of Mecklenburg-Schwerin""]"
I-003	insufficient_evidence	I	insufficient_evidence	I	1	aligned_insufficient	可见证据缺少回答问题所必需的事实或关系。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/6.jsonl	38	335e7f55-2edf-44a1-8928-c8df79568ad2	What government followed the monarch who re-translated the Reflections into French of the country where US got the Louisiana Purchase?	证据不足无法作答	The evidence identifies the country as France, where the Louisiana Purchase occurred in 1803. It mentions Napoleon Bonaparte reacquired the area and sold it to the US. However, the evidence does not identify a specific monarch who re-translated the Reflections into French, nor does it identify the government that followed that monarch.	"[""First French Republic"", ""French Republic""]"
I-004	insufficient_evidence	I	insufficient_evidence	I	1	aligned_insufficient	可见证据缺少回答问题所必需的事实或关系。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/4.jsonl	87	1494e9eb-b3ae-4210-8866-82267704c51d	Who is the original broadcaster of the Today show, first shown on the Tonight show, named after the spouse of Maury Povich?	证据不足无法作答	"The evidence mentions Maury Povich's spouse Connie Chung, but does not provide information about a show named ""Today"" that was first shown on ""Tonight"" and named after a spouse."	"[""CNN International""]"
I-005	insufficient_evidence	I	insufficient_evidence	I	1	aligned_insufficient	可见证据缺少回答问题所必需的事实或关系。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/4.jsonl	159	22219b33-5234-4037-a0e4-976cb55d795b	What band is the performer of All About Soul a member of?	证据不足无法作答	"The search results for ""All About Soul"" and ""Soul"" provide definitions and philosophical discussions about the concept of a soul, but do not contain information about a song titled ""All About Soul"" or the band associated with its performer."	"[""Billy Joel Band"", ""the Billy Joel Band""]"
I-006	insufficient_evidence	I	insufficient_evidence	I	1	aligned_insufficient	可见证据缺少回答问题所必需的事实或关系。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/7.jsonl	45	de90c38c-77e4-4bd2-9058-04373cf58bf8	What is the date of death of the director of film Sadma?	证据不足无法作答	The search results identify Balu Mahendra as the director of the film Sadma. However, the provided evidence does not contain the date of death for Balu Mahendra.	"[""13 February 2014""]"
I-007	insufficient_evidence	I	insufficient_evidence	I	1	aligned_insufficient	可见证据缺少回答问题所必需的事实或关系。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/3.jsonl	36	bf1588c0-9077-4a43-bc45-3280b423769b	what is the highest point in the state WTLS is located?	证据不足无法作答	"The search results provide information about the highest point in the state of Alabama (Mount Cheaha) and the highest point in Mississippi (Woodall Mountain), but the evidence for the state ""WTLS"" is missing. The document [5] describes the radio station WTLS but does not state the state in which it is located, nor does it provide the highest point in that state."	"[""Cheaha Mountain"", ""Mount Cheaha""]"
I-008	insufficient_evidence	I	insufficient_evidence	I	1	aligned_insufficient	可见证据缺少回答问题所必需的事实或关系。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/7.jsonl	42	d4cf9b77-ad6a-4b11-bcaf-649d771d3b2e	What is the name of this series of crossover action role-playing games, in which Scott Weinger reprised his role as the voice of Aladdin?	证据不足无法作答	"The search results do not contain information about a series of crossover action role-playing games involving Scott Weinger reprising his role as Aladdin. The provided documents discuss the ""Aladdin Deck Enhancer,"" a single game ""Disney's Aladdin in Nasira's Revenge,"" and the character Aladdin's voice actor, but no crossover RPG series."	"[""Kingdom Hearts""]"
I-009	insufficient_evidence	I	insufficient_evidence	I	1	aligned_insufficient	可见证据缺少回答问题所必需的事实或关系。	log/agenticIterRag/260710-021433-474200-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_glm47_formal_500_offlinebatch_260710/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/3.jsonl	379	bd3a2285-474d-4568-bf2d-3b09305c6038	How much of people in the 'Giant of Africa' has HIV as of 2012?	证据不足无法作答	The search results provide general statistics about HIV/AIDS in Africa and sub-Saharan Africa, but do not contain specific data for the 'Giant of Africa' (Nigeria) regarding the percentage of people with HIV as of 2012.	"[""3.1 percent""]"
